battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range_tenge,price_category
2474,0,3.1,1,39,0,256,1.16,145,8,26,3813,4131,15568,16,10,21,0,1,1,551900,Flagship
2719,0,2.77,1,30,1,512,0.82,135,8,35,2525,4509,8934,17,9,25,1,1,1,750383,Flagship
2619,0,2.97,1,31,0,256,1.12,133,8,29,2990,2566,14286,19,9,21,0,1,1,491235,High-end
2352,1,2.58,1,14,0,128,0.97,168,8,21,1176,2948,8110,15,8,27,0,1,1,371038,High-end
765,1,1.25,1,5,0,8,0.51,188,2,0,867,1913,987,10,7,18,0,1,1,76028,Ultra-budget
1044,1,1.3,1,4,0,16,0.9,224,2,4,1042,1904,2238,10,7,13,0,0,1,67191,Ultra-budget
911,0,1.18,0,0,0,8,0.81,191,4,1,505,1048,2299,11,7,14,1,0,1,77617,Ultra-budget
1468,0,2.05,1,9,0,128,0.72,169,4,7,1751,2066,2786,15,8,21,0,1,1,133992,Budget
623,0,1.29,1,3,0,32,0.81,185,2,3,849,1601,1487,11,5,11,0,1,1,129553,Budget
1217,1,1.16,0,1,0,32,0.77,198,2,2,804,690,632,11,6,16,0,1,1,74938,Ultra-budget
1879,0,2.29,0,12,1,128,0.89,140,8,17,1857,2637,9017,16,9,18,1,1,1,450292,High-end
818,0,1.23,0,0,0,32,0.57,194,2,8,515,1236,2530,10,7,10,0,1,1,119207,Budget
870,0,1.77,0,4,1,16,0.67,199,4,2,894,893,1130,10,5,8,1,1,1,84311,Ultra-budget
881,0,1.31,1,1,0,8,0.55,230,2,0,881,856,2879,9,5,17,0,0,0,59238,Ultra-budget
981,1,1.17,1,4,0,4,0.64,204,2,2,949,1858,1590,8,4,10,0,0,0,39009,Ultra-budget
1062,0,1.61,1,2,1,32,0.87,206,2,5,1082,1849,1930,9,6,15,1,1,1,90058,Ultra-budget
1113,0,1.7,1,12,0,128,0.8,178,6,11,1622,1883,4806,15,7,12,0,1,1,253785,Mid-range
2420,1,2.11,1,15,0,128,0.88,148,8,13,1576,3515,4485,17,8,21,0,1,1,365183,High-end
2180,1,2.56,0,25,0,128,0.87,146,8,14,1516,2809,7655,15,8,19,0,1,1,367399,High-end
2430,1,2.51,1,14,0,128,0.97,161,8,25,1548,2026,6712,15,8,22,0,1,1,452279,High-end
782,0,1.18,0,5,1,8,0.6,191,4,5,777,1403,686,11,6,14,1,0,1,52903,Ultra-budget
2332,0,2.5,0,12,1,256,0.76,159,8,16,1507,3827,8808,16,9,24,1,1,1,414890,High-end
2343,0,2.05,0,25,0,256,0.98,144,8,15,1399,1981,7200,16,8,18,0,1,1,419812,High-end
2895,0,2.54,0,33,0,256,0.81,148,8,26,1842,4630,10258,16,11,24,1,1,1,685212,Flagship
2372,1,2.44,0,39,0,256,0.93,153,8,31,1575,3185,13960,19,10,31,0,1,1,486644,High-end
753,1,1.01,0,0,0,8,0.51,210,4,4,901,847,1875,11,7,16,0,1,1,101167,Budget
1208,0,1.85,0,5,0,128,0.62,189,6,11,1455,2147,2775,12,7,17,0,1,1,165527,Budget
3221,1,2.55,0,31,0,256,1.13,143,8,24,1653,4220,12482,18,11,28,0,1,1,622293,Flagship
1694,0,2.19,0,10,0,32,0.9,157,4,6,1561,2128,4826,13,8,14,1,1,1,166861,Budget
1769,1,1.91,1,8,0,32,0.77,189,6,12,1573,2313,6126,15,6,15,0,1,1,166750,Budget
2372,0,2.64,1,37,1,512,0.93,148,8,26,3460,3536,11852,18,10,27,1,1,1,577331,Flagship
3019,1,3.18,1,24,0,512,0.89,149,8,20,2167,4908,8507,17,9,35,0,1,1,746849,Flagship
1185,1,2.4,0,11,0,64,0.73,169,4,15,1365,1785,2720,15,8,16,0,1,1,243248,Mid-range
2784,1,2.63,0,34,0,256,1.1,134,8,26,2315,4353,9344,17,10,31,0,1,1,773647,Flagship
668,1,1.4,0,2,0,4,0.76,202,4,2,1238,1894,1930,10,5,14,0,1,1,107324,Budget
1738,1,2.26,1,14,0,256,0.83,150,8,12,1493,3087,5190,15,8,25,0,1,1,371142,High-end
568,0,1.01,1,0,0,16,0.83,230,4,5,1206,1362,1294,10,4,15,0,1,1,110804,Budget
2438,0,2.74,0,39,0,512,1.16,151,8,29,1845,4344,10252,17,11,22,1,1,1,511452,Flagship
1899,0,2.42,0,16,0,256,0.82,155,8,16,1927,2308,7620,16,8,18,0,1,1,404279,High-end
1078,1,1.97,1,12,0,32,0.85,166,4,7,1680,1363,3645,13,8,19,0,1,1,267584,Mid-range
1377,0,2.37,1,5,1,32,0.66,154,6,6,1250,2373,4217,14,8,17,1,1,1,213428,Mid-range
1141,1,1.38,0,3,1,4,0.56,198,2,0,622,1411,2048,8,7,10,1,1,1,139332,Budget
2380,1,2.55,0,20,0,256,0.97,159,8,18,1909,3430,7544,15,8,24,1,1,1,408628,High-end
1107,0,1.31,0,1,0,8,0.58,200,2,0,640,1027,2480,12,4,14,0,1,0,54971,Ultra-budget
1553,1,2.24,0,6,1,32,0.89,166,4,8,1148,2430,2232,13,7,21,1,1,1,215472,Mid-range
2574,1,2.51,0,27,0,256,0.84,136,8,24,3779,3559,12228,17,10,23,0,1,1,696932,Flagship
977,1,1.65,1,3,0,8,0.5,195,4,7,839,1835,2773,8,7,16,0,1,1,142754,Budget
1732,1,2.06,0,19,1,128,0.85,144,8,24,1743,2964,8119,15,9,24,1,1,1,288357,Mid-range
714,0,1.35,1,5,1,16,0.54,185,4,5,905,644,1385,8,7,14,1,1,1,103037,Budget
1587,0,2.01,0,7,1,128,0.89,163,6,7,1563,1636,3431,15,7,18,1,1,1,276644,Mid-range
2119,0,2.75,1,14,1,256,0.81,149,8,14,1891,2418,4441,15,9,21,1,1,1,352766,High-end
2522,0,2.6,0,31,1,512,0.81,159,8,24,3027,4638,11562,16,10,22,1,1,1,664737,Flagship
1889,1,2.09,1,21,1,256,0.88,166,8,20,1728,2092,5313,15,8,21,1,1,1,365335,High-end
2295,1,3.06,0,26,1,256,1.09,156,8,21,3708,3801,15617,17,10,35,1,1,1,687453,Flagship
2335,0,2.24,1,14,0,128,0.76,160,8,13,1895,3189,6371,17,9,23,0,1,1,363691,High-end
1747,0,2.71,0,23,0,128,0.86,170,8,22,1409,2833,8740,17,9,18,1,1,1,416606,High-end
2296,1,2.76,1,39,0,256,1.16,138,8,28,3058,3394,15986,19,9,27,0,1,1,553603,Flagship
3409,0,2.61,0,22,1,512,1.0,148,8,26,3833,2937,9654,17,11,35,1,1,1,785401,Flagship
642,0,1.7,0,4,0,8,0.7,192,2,1,832,1877,2639,8,6,14,0,1,1,80520,Ultra-budget
1045,0,2.33,1,8,0,128,0.64,173,6,13,1329,1339,4162,15,6,16,0,1,1,225554,Mid-range
1566,0,2.31,1,9,1,128,0.62,156,6,16,1810,1760,3392,15,7,19,1,1,1,249125,Mid-range
3293,1,2.55,1,29,0,512,1.09,151,8,34,2926,4239,12023,17,10,33,0,1,1,652191,Flagship
2247,1,2.6,1,25,1,256,0.76,146,8,24,1922,1943,7861,16,9,24,1,1,1,369589,High-end
2064,1,2.5,0,23,0,256,0.73,148,8,14,2151,3762,5758,15,9,23,0,1,1,266126,Mid-range
3460,0,2.84,0,22,0,256,0.89,137,8,35,3540,4451,9902,17,9,35,0,1,1,610585,Flagship
1606,0,1.83,1,8,1,128,0.86,163,4,13,1742,1708,4398,14,6,16,1,1,1,126095,Budget
2112,1,2.82,1,37,1,512,1.05,134,8,23,2678,3631,13661,18,11,20,1,1,1,555543,Flagship
2175,0,2.09,0,10,1,256,0.78,167,8,13,1485,3042,4195,17,9,20,1,1,1,388099,High-end
1678,0,2.03,1,6,0,64,0.74,163,4,8,783,1963,2196,15,7,21,0,1,1,261325,Mid-range
1511,1,1.91,0,9,1,32,0.62,161,4,9,975,2092,3664,12,8,20,1,1,1,205997,Mid-range
3331,0,3.14,1,28,0,512,0.98,146,8,21,1929,3435,13372,19,10,31,1,1,1,520713,Flagship
1504,0,2.15,0,7,1,64,0.65,151,4,13,1281,1788,3338,12,8,16,1,1,1,165178,Budget
2662,1,2.73,1,22,1,512,1.19,152,8,30,2935,3777,10025,18,9,32,1,1,1,571105,Flagship
818,1,1.69,0,4,1,8,0.72,188,4,0,1199,1472,1149,10,4,14,1,0,1,43769,Ultra-budget
1938,0,2.12,1,25,1,256,0.81,168,8,22,1817,2689,5995,17,9,19,1,1,1,351153,High-end
1593,0,2.11,1,8,1,32,0.71,186,4,5,1777,2323,2073,14,8,21,1,1,1,194017,Budget
1367,0,2.29,0,6,0,128,0.87,150,4,8,1682,2247,6063,14,6,16,0,1,1,206245,Mid-range
2111,1,2.29,1,25,1,256,0.82,150,8,13,2084,2355,5247,17,8,20,1,1,1,372488,High-end
2342,0,2.09,1,11,0,256,0.83,169,8,22,1807,2186,8409,17,8,24,1,1,1,389145,High-end
3441,1,2.67,1,40,0,512,1.05,154,8,34,1540,2755,14785,16,11,23,0,1,1,781634,Flagship
2236,0,2.63,0,20,0,128,0.89,153,8,17,1456,2196,6315,16,9,27,0,1,1,316884,Mid-range
2895,0,3.06,1,27,0,256,0.97,143,8,33,2553,5004,16370,16,9,31,0,1,1,464463,High-end
1080,1,1.43,0,2,0,8,0.53,209,2,3,1105,684,2718,11,5,13,0,0,1,78683,Ultra-budget
1419,1,2.37,0,10,1,64,0.72,150,4,12,1371,1567,5062,12,6,22,1,1,1,165636,Budget
1052,0,1.12,0,4,1,16,0.53,192,2,2,755,1091,1322,12,4,12,1,0,1,54176,Ultra-budget
3065,1,2.81,1,23,0,256,0.94,132,8,35,2379,4306,16098,17,10,27,0,1,1,581418,Flagship
1709,1,2.36,0,11,1,64,0.75,170,4,13,936,1708,3924,14,6,19,1,1,1,178968,Budget
1261,0,1.92,0,7,0,64,0.89,176,6,11,1524,1319,3754,12,6,16,0,1,1,245455,Mid-range
2280,0,2.48,1,24,0,128,0.89,156,8,12,1519,2956,6065,17,9,25,0,1,1,451575,High-end
2823,0,2.77,0,34,1,512,1.08,153,8,24,1683,4943,12039,16,11,23,1,1,1,475098,High-end
1502,0,1.8,1,9,0,64,0.79,157,6,14,1126,2214,5186,15,6,15,0,1,1,260375,Mid-range
2735,0,2.81,1,28,1,512,1.03,137,8,21,3406,2967,9795,18,10,35,1,1,1,465856,High-end
1591,1,1.81,0,10,0,64,0.81,189,4,11,949,1433,4133,12,7,21,0,1,1,203758,Mid-range
943,0,1.14,1,4,0,8,0.6,208,2,5,695,1401,1727,11,7,13,0,0,1,70781,Ultra-budget
2310,0,2.48,0,15,1,128,0.81,169,8,19,1705,2713,7772,16,8,23,1,1,1,395533,High-end
3208,1,2.66,0,33,0,256,0.99,131,8,23,3232,5000,11286,17,11,21,0,1,1,642932,Flagship
1318,1,2.04,1,11,1,64,0.6,186,6,16,1898,1286,4191,13,6,13,1,1,1,280851,Mid-range
2408,0,2.82,1,39,1,512,0.8,144,8,24,2480,2791,11063,18,10,34,1,1,1,527010,Flagship
1162,1,1.67,0,9,0,128,0.84,150,6,16,1348,1840,2896,14,8,19,0,1,1,248469,Mid-range
807,0,1.71,1,0,0,8,0.71,199,2,0,1142,1682,989,11,6,12,0,1,1,57889,Ultra-budget
1375,0,1.79,1,5,0,128,0.81,185,6,16,1115,1917,4259,12,6,17,0,1,1,271747,Mid-range
1822,0,2.1,0,16,0,256,0.91,167,8,24,1306,3275,4984,17,9,27,0,1,1,304027,Mid-range
1944,0,2.21,0,23,0,128,0.83,162,8,17,1414,2166,4838,16,8,20,1,1,1,452060,High-end
634,1,1.24,1,1,1,8,0.74,191,4,1,1279,1848,1707,9,6,10,1,1,1,88617,Ultra-budget
3190,1,2.58,1,38,1,512,1.11,135,8,39,2518,4304,15769,16,11,31,1,1,1,627046,Flagship
1056,0,2.04,0,10,1,128,0.72,153,4,7,1002,1767,4546,15,8,20,1,1,1,236623,Mid-range
1119,1,1.63,0,3,0,32,0.63,214,4,8,686,863,2679,8,7,12,0,1,1,71926,Ultra-budget
1237,0,2.27,1,5,0,128,0.87,182,6,9,1194,2527,5733,12,8,13,0,1,1,228028,Mid-range
827,0,1.62,1,5,0,8,0.73,205,2,6,681,688,1236,11,5,8,1,1,1,108601,Budget
3114,1,3.03,0,36,1,256,1.06,145,8,26,3869,4410,16008,19,9,20,1,1,1,538238,Flagship
1781,0,1.86,0,11,0,64,0.69,150,6,7,1017,2507,5601,15,6,12,1,1,1,254692,Mid-range
1679,1,2.31,0,8,1,32,0.81,185,4,9,1170,1905,2051,15,8,15,1,1,1,227876,Mid-range
1306,1,1.95,0,10,0,128,0.73,158,6,11,1592,1658,5878,14,8,12,0,1,1,198672,Budget
755,1,1.31,0,0,0,8,0.86,181,2,4,1222,1041,773,11,5,11,0,1,1,142203,Budget
2462,0,2.6,1,30,0,256,1.12,131,8,27,2947,3832,15476,18,10,20,0,1,1,530480,Flagship
1110,0,2.15,0,7,0,128,0.87,169,4,16,777,1846,4396,14,8,12,0,1,1,136678,Budget
1431,1,1.75,1,10,0,128,0.78,190,6,14,871,2470,3852,12,7,13,1,1,1,186365,Budget
3371,1,2.66,0,34,0,512,1.01,137,8,40,1562,3304,8656,17,10,21,0,1,1,501827,Flagship
729,0,1.25,0,3,1,8,0.82,195,2,1,970,1216,2701,12,7,8,1,1,1,113197,Budget
924,1,1.2,0,2,0,16,0.69,230,2,1,1089,1611,714,10,6,8,0,0,1,67589,Ultra-budget
2445,0,2.87,1,30,1,256,0.91,158,8,33,2946,5076,9369,16,9,33,1,1,1,727590,Flagship
699,1,1.75,1,5,1,32,0.83,226,4,6,640,1273,2704,12,6,17,1,1,1,89479,Ultra-budget
670,1,1.03,1,4,0,32,0.75,189,2,5,864,1754,702,11,5,14,0,1,0,43618,Ultra-budget
1106,0,1.24,1,3,1,8,0.58,203,2,4,632,1138,2146,9,5,9,1,0,1,63750,Ultra-budget
2485,1,2.91,0,25,0,512,0.95,147,8,33,2988,3928,11573,18,11,25,0,1,1,622182,Flagship
1177,1,2.09,0,5,0,32,0.66,160,6,8,1874,1509,5772,15,8,19,0,1,1,287867,Mid-range
2110,0,2.65,0,30,0,512,1.14,137,8,39,3820,5060,9799,18,11,34,0,1,1,677950,Flagship
1179,1,2.22,1,7,0,128,0.76,182,6,7,1776,2356,2493,13,7,16,0,1,1,114217,Budget
3353,0,2.78,0,34,1,512,1.19,152,8,21,2261,4510,14843,18,10,25,1,1,1,562681,Flagship
1620,1,2.04,1,13,0,256,0.75,148,8,21,1643,3009,4655,15,8,20,0,1,1,461979,High-end
3026,1,2.44,1,20,1,512,1.18,152,8,28,2161,2600,15870,16,11,31,1,1,1,528185,Flagship
973,1,1.47,0,1,0,4,0.72,181,2,7,947,1887,751,10,4,18,0,1,1,107044,Budget
1058,1,1.39,1,1,0,4,0.51,230,4,5,1142,1486,2115,11,4,15,0,1,1,83916,Ultra-budget
1661,0,1.95,1,9,0,128,0.61,171,6,10,824,2332,2796,12,6,16,0,1,1,190507,Budget
3339,0,2.85,1,29,0,256,0.93,159,8,25,3214,2600,11764,16,11,35,0,1,1,621009,Flagship
1147,1,1.74,1,2,1,8,0.56,222,2,8,748,1845,2695,12,7,9,1,1,1,81118,Ultra-budget
1933,0,2.3,1,15,1,256,0.88,151,8,25,1449,3806,5869,17,9,28,1,1,1,457637,High-end
1115,0,1.74,0,8,1,32,0.78,164,6,5,1322,1603,2431,15,7,14,1,1,1,301417,Mid-range
2004,0,2.66,1,20,0,128,0.89,170,8,19,1354,3720,5319,15,8,21,1,1,1,463413,High-end
3454,0,2.41,0,40,0,512,0.95,139,8,27,2536,4967,13077,18,9,25,0,1,1,675881,Flagship
2212,1,2.27,1,22,0,256,0.77,142,8,24,1851,3214,4259,15,9,27,0,1,1,260444,Mid-range
3392,0,2.93,0,40,1,512,0.91,153,8,34,2269,3634,13887,16,10,31,1,1,1,447228,High-end
3209,0,2.93,1,28,0,512,1.09,156,8,24,2781,5013,12613,18,11,25,0,1,1,785753,Flagship
711,1,1.1,0,5,0,8,0.82,184,2,5,1156,1100,2309,10,6,10,0,1,1,143014,Budget
1213,1,2.32,0,7,1,32,0.82,175,4,7,1458,1921,2358,15,6,15,1,1,1,201924,Mid-range
2644,0,3.16,1,30,0,512,0.86,141,8,33,2313,4762,11540,19,11,20,0,1,1,464004,High-end
1019,0,1.66,0,10,1,64,0.6,167,6,13,1341,1714,2143,14,7,12,1,1,1,196516,Budget
1670,1,1.7,0,11,1,64,0.83,151,4,14,1758,1774,4455,15,8,18,1,1,1,259377,Mid-range
1992,1,2.69,0,23,0,512,1.08,143,8,24,3444,3806,10250,17,10,21,0,1,1,630876,Flagship
2052,0,2.37,1,16,0,128,0.97,165,8,14,1382,3118,5109,17,9,26,0,1,1,356786,High-end
1878,1,2.36,0,19,1,256,0.73,148,8,23,2106,3387,8134,15,9,26,1,1,1,317050,Mid-range
2193,0,2.97,0,27,1,256,0.94,136,8,24,3446,4633,11985,16,9,33,1,1,1,698881,Flagship
2428,1,2.42,0,19,0,128,0.76,143,8,13,1814,3714,7848,17,9,20,0,1,1,396843,High-end
764,1,1.06,1,3,1,4,0.62,186,4,5,733,729,2849,8,5,8,1,1,1,88464,Ultra-budget
1569,1,2.32,1,10,1,128,0.85,173,6,11,1311,1696,3757,14,7,13,1,1,1,274539,Mid-range
1316,0,2.29,0,6,1,128,0.9,182,4,16,1664,1689,3198,13,6,20,1,1,1,191135,Budget
1293,1,1.73,1,12,1,64,0.72,150,6,10,1864,1388,5265,15,6,18,1,1,1,216873,Mid-range
729,1,1.65,1,3,0,16,0.51,209,2,3,962,1167,2746,10,6,13,0,1,1,93056,Ultra-budget
2939,1,2.41,1,36,1,256,1.06,160,8,34,3963,5041,12526,16,10,22,1,1,1,732288,Flagship
993,0,1.38,1,2,0,16,0.53,180,2,8,1021,944,1940,10,4,14,0,1,1,87777,Ultra-budget
1764,1,2.45,0,23,1,128,0.8,142,8,25,1814,2114,4958,17,8,21,1,1,1,349317,Mid-range
2268,1,2.59,0,20,1,256,0.91,150,8,40,2855,3001,9177,17,9,22,1,1,1,783809,Flagship
1156,0,2.39,1,8,0,64,0.62,155,6,5,1626,1468,4490,15,7,21,1,1,1,265079,Mid-range
2298,1,2.31,0,23,0,256,0.84,149,8,12,2073,2450,4720,16,9,27,0,1,1,379278,High-end
566,0,1.46,0,1,0,16,0.87,197,2,6,505,1197,1338,8,4,8,0,1,1,140183,Budget
1179,0,1.5,1,1,0,32,0.84,223,4,1,1018,960,767,12,7,10,1,1,1,49079,Ultra-budget
1118,1,1.26,0,0,1,8,0.79,198,4,5,1213,1831,2163,10,6,8,1,1,1,108479,Budget
2464,0,2.58,0,40,0,256,1.16,143,8,24,2472,3923,11872,18,11,25,0,1,1,699881,Flagship
3523,1,2.94,1,29,0,256,1.11,142,8,22,3370,3639,10497,19,11,34,0,1,1,578623,Flagship
1220,0,2.18,0,12,0,64,0.88,179,6,5,1818,2272,3021,13,7,18,0,1,1,154112,Budget
973,0,1.12,1,3,1,8,0.72,226,2,3,849,968,1368,12,6,18,1,1,1,94006,Ultra-budget
1721,0,2.4,0,22,0,256,0.79,145,8,13,1530,2456,7464,16,8,20,0,1,1,447250,High-end
2613,0,2.41,1,36,0,512,0.9,133,8,40,3742,2939,10129,17,9,32,0,1,1,537484,Flagship
1560,0,1.74,1,9,0,64,0.66,156,6,6,1594,2408,2494,13,7,16,0,1,1,182648,Budget
1711,0,2.72,0,21,0,128,0.78,159,8,18,1817,3773,6242,17,8,21,0,1,1,337172,Mid-range
2356,0,3.18,0,38,0,512,1.16,148,8,32,2649,3832,11521,18,10,35,0,1,1,461707,High-end
1112,1,1.25,0,3,0,16,0.79,213,4,0,909,1456,1262,12,6,15,0,1,1,123199,Budget
2492,1,3.15,0,36,1,512,0.92,156,8,28,1570,4304,14415,19,11,35,1,1,1,539010,Flagship
2948,0,2.86,0,35,0,256,1.18,130,8,21,3808,3037,10683,17,11,23,1,1,1,666892,Flagship
2047,1,2.7,0,36,0,256,0.88,140,8,36,3047,5107,15795,16,9,23,0,1,1,622508,Flagship
1617,0,2.0,1,16,0,256,0.82,144,8,15,1438,3160,9111,16,9,21,0,1,1,414970,High-end
2273,0,2.32,1,24,1,128,0.91,167,8,25,1437,3494,5950,16,8,26,1,1,1,468911,High-end
1107,0,1.2,1,0,0,8,0.54,185,4,7,497,1114,1566,12,4,10,1,0,1,57387,Ultra-budget
1756,0,2.57,0,21,0,256,0.91,170,8,12,1409,2316,8410,16,8,25,0,1,1,252254,Mid-range
947,0,1.38,0,0,0,16,0.85,185,2,2,753,1759,758,10,6,13,0,0,0,57582,Ultra-budget
591,1,1.55,1,1,0,4,0.7,191,4,0,1083,792,2493,12,5,8,0,1,1,131030,Budget
647,0,1.52,0,1,1,8,0.55,210,4,7,966,1246,666,9,4,11,1,1,1,60127,Ultra-budget
2641,0,2.8,0,28,1,512,0.9,156,8,26,1935,2851,14106,18,11,28,1,1,1,677671,Flagship
1736,0,2.21,1,22,0,128,0.99,152,8,13,1292,2536,6128,16,8,27,0,1,1,457054,High-end
1772,1,2.14,0,16,0,128,0.77,161,8,18,1882,3303,5933,15,8,25,0,1,1,343668,Mid-range
1141,1,2.08,0,12,1,64,0.81,175,4,8,1365,1293,4566,15,8,15,1,1,1,204832,Mid-range
1194,0,1.77,0,4,1,16,0.76,183,2,2,948,1447,2056,11,6,12,1,1,0,49234,Ultra-budget
2517,1,2.87,1,37,0,256,1.07,131,8,33,2988,2776,9353,19,10,28,0,1,1,445217,High-end
1633,0,2.03,1,11,1,128,0.63,159,4,5,941,2543,4071,14,6,12,1,1,1,270454,Mid-range
2827,1,2.46,1,38,1,256,1.08,142,8,37,2161,4540,12803,18,9,20,1,1,1,564520,Flagship
1958,0,2.64,0,19,1,128,0.9,155,8,13,1453,2129,7674,17,9,18,1,1,1,503897,Flagship
1239,1,1.48,0,5,0,32,0.6,192,4,0,1063,1588,1115,9,5,12,1,1,1,99469,Ultra-budget
840,0,1.2,1,1,0,4,0.66,202,2,2,1157,828,1149,10,6,17,0,1,1,122717,Budget
3185,1,2.53,0,32,1,512,1.03,131,8,38,2719,4974,8434,17,11,22,1,1,1,800173,Flagship
1545,1,1.65,1,8,0,128,0.73,167,6,6,1387,2052,2294,14,8,19,0,1,1,201139,Mid-range
2048,1,2.95,0,40,1,512,0.96,148,8,32,2505,4909,9127,18,11,24,1,1,1,593609,Flagship
1567,0,2.3,0,10,1,128,0.8,170,8,16,1231,2886,8734,16,8,27,1,1,1,432139,High-end
3529,0,3.11,0,30,0,256,1.18,142,8,35,3790,3398,10566,16,9,34,0,1,1,714667,Flagship
612,1,1.27,0,5,1,16,0.7,219,2,2,1217,1450,2129,10,6,13,1,1,1,91167,Ultra-budget
3062,0,3.2,1,25,1,256,1.03,147,8,34,1915,3317,9841,19,11,31,1,1,1,795020,Flagship
2071,1,2.5,1,16,1,128,0.77,167,8,18,1204,2248,6546,17,8,22,1,1,1,290945,Mid-range
1964,0,2.6,1,21,0,256,0.9,163,8,17,1663,2898,5035,17,9,19,0,1,1,343948,Mid-range
1117,1,2.12,1,8,0,64,0.84,182,4,7,1104,2557,3588,14,8,17,0,1,1,244960,Mid-range
1502,0,2.11,0,7,0,64,0.65,156,6,11,849,1770,4036,15,6,17,0,1,1,248931,Mid-range
1953,0,2.0,1,16,1,128,0.88,150,8,15,1957,3084,6892,15,8,24,1,1,1,448219,High-end
1624,0,2.19,1,11,0,128,0.67,163,6,14,1619,1745,2259,12,8,15,0,1,1,150105,Budget
706,0,1.3,1,1,0,16,0.89,225,4,5,1174,837,928,11,5,9,1,0,1,55948,Ultra-budget
2398,0,2.63,0,18,1,256,0.76,143,8,13,2021,3325,6105,15,9,21,1,1,1,250087,Mid-range
915,1,1.75,0,5,0,4,0.75,204,2,4,889,1616,3031,10,4,11,0,1,1,68142,Ultra-budget
2511,1,2.54,0,36,1,256,0.86,146,8,22,2459,2659,15573,19,10,33,1,1,1,590794,Flagship
2434,1,2.74,1,15,0,256,0.84,160,8,20,1832,2265,7728,15,9,25,0,1,1,319930,Mid-range
829,0,1.19,0,3,1,16,0.83,204,2,6,1178,1039,2782,12,5,9,1,1,1,105117,Budget
1857,0,2.22,1,13,0,256,0.76,152,8,14,1695,2410,6865,17,9,19,0,1,1,370522,High-end
1182,1,1.24,1,2,1,4,0.78,216,4,5,843,1917,2955,11,4,12,1,1,1,47288,Ultra-budget
1418,1,1.98,0,11,0,32,0.77,167,6,15,1226,1370,4918,15,6,17,0,1,1,250730,Mid-range
1087,1,2.28,0,7,1,128,0.7,164,4,13,1730,2210,5576,12,8,19,1,1,1,226348,Mid-range
1825,1,2.18,0,19,1,128,0.81,159,8,13,1690,3084,5487,17,8,20,1,1,1,314333,Mid-range
1573,0,2.11,1,11,0,128,0.78,152,6,9,1269,1667,2266,14,8,17,0,1,1,140294,Budget
2399,1,2.68,0,25,0,512,1.19,147,8,28,3730,4930,9795,16,11,27,0,1,1,495098,High-end
682,0,1.53,0,4,1,8,0.61,218,2,6,568,1274,778,12,4,16,1,1,1,143041,Budget
2465,1,2.95,0,27,0,512,0.96,149,8,30,3973,3930,11350,18,10,29,0,1,1,697921,Flagship
2153,0,2.91,1,27,0,512,0.98,133,8,20,2411,3878,13493,19,10,29,0,1,1,699807,Flagship
2250,1,2.18,1,21,0,128,0.87,167,8,21,1567,2618,5933,15,9,19,1,1,1,463043,High-end
593,0,1.51,1,2,1,16,0.75,220,2,0,1079,645,583,11,6,17,1,0,0,48451,Ultra-budget
1580,1,1.63,1,12,0,32,0.77,181,6,14,1879,2224,3347,14,7,13,0,1,1,153428,Budget
1543,0,1.82,0,5,0,128,0.67,187,4,10,1615,2510,2895,13,6,14,1,1,1,206375,Mid-range
2521,1,2.47,0,32,0,256,1.06,141,8,34,2311,3811,15870,16,10,20,0,1,1,756955,Flagship
1912,0,2.32,0,22,1,128,0.95,157,8,22,1872,2817,5680,15,9,23,1,1,1,464614,High-end
1361,1,2.15,1,10,0,32,0.69,156,6,6,1090,1476,5769,15,8,14,0,1,1,175192,Budget
2123,1,2.68,1,16,0,128,0.88,151,8,20,1579,2353,5055,17,9,25,0,1,1,452277,High-end
1116,1,1.78,1,1,0,16,0.55,224,4,1,1167,793,1944,11,4,16,0,1,1,104953,Budget
822,0,1.59,0,2,0,8,0.53,189,4,4,708,1266,2091,10,7,13,1,1,1,122407,Budget
2391,1,2.09,1,17,0,256,0.9,140,8,24,1863,2389,4903,16,9,18,0,1,1,507672,Flagship
1351,0,1.9,1,5,0,64,0.87,151,6,10,1062,1437,3105,12,8,16,0,1,1,238072,Mid-range
1248,1,1.61,0,10,0,32,0.81,177,6,7,1528,1395,4876,12,7,19,0,1,1,185043,Budget
1684,0,2.04,0,11,1,256,0.78,169,8,19,1714,3043,6961,15,8,19,1,1,1,457068,High-end
845,1,1.41,0,4,0,8,0.64,224,4,7,1256,695,540,9,4,9,1,1,1,156574,Budget
2524,1,2.42,1,40,0,512,0.85,134,8,23,2713,3879,14898,16,9,23,0,1,1,472810,High-end
1126,1,1.7,1,0,1,8,0.63,224,2,7,1249,1875,1878,10,5,12,1,1,1,110048,Budget
812,1,1.71,1,2,1,8,0.8,227,4,8,726,1651,2244,8,4,11,1,0,1,58570,Ultra-budget
2393,0,2.06,0,11,0,128,0.91,167,8,21,1203,2997,6237,16,8,19,0,1,1,420131,High-end
652,0,1.47,0,3,0,32,0.72,229,4,1,1015,1426,1985,8,7,8,0,0,1,55534,Ultra-budget
3084,1,3.12,1,25,1,256,0.83,159,8,22,3569,3263,12324,19,9,31,1,1,1,741617,Flagship
3428,0,2.49,0,30,1,512,1.2,151,8,26,2260,2864,8492,19,11,22,1,1,1,734715,Flagship
